herb-id,Web.Link,Pinyin.Name,Chinese.Name,English.Name,Latin.Name,Properties,Meridians,Effect
3150,http://119.3.41.228/tcmid/herb/3150/,GUAN ZONG,??,root of Chinese Angelica,Rhizoma Dryopteris crassirhizomae,"Minor cold,Bitter","SPLEEN,LIVER","1. To clear heat and toxic material. For preventing and treating pestilence and seasonal febrile diseases, such as influenza, epidemic cerebrospinal meningitis, mumps, measles, etc., also for viral pneumonia. 2. To cool the blood nad stop bleeding. For profuse uterine bleeding due to blood-heat, hematemesis, epistaxis, hemafacia, eruptive diseases, etc."
3154,http://119.3.41.228/tcmid/herb/3154/,CHUAN SHAN LONG,???,Ningpo Yam Rhizome,Rhizoma Dioscoreae Nipponicae,"Minor cold,Bitter","LUNG,LIVER","Treatment of angina pectoris and trauma. Treatment of rheumatism and numbness of the extremities. For skin infection, conjunctivitis and goiter (including hyperthyroidism, adenoma of thyroid). Recently used for hyperlipemia, hypertriglyceridemia, tachycardia, premature beats, etc."
3163,http://119.3.41.228/tcmid/herb/3163/,XI GUA PI,???,watermelon rind,Exocarpium Citrulli,"Cold,Sweet,Neutral","STOMACH,HEART","For summerheat syndrome with fever, thirst and oliguria with yellowish urine and edema."
3167,http://119.3.41.228/tcmid/herb/3167/,BEI MU,??,Bulb of Fritillary,Bulbus Fritillariae,"Minor cold,Pungent,Sweet,Bitter","LUNG,HEART","Treament of heat in the lung with cough, sticky and bloody sputum, and distress in the chest."
3194,http://119.3.41.228/tcmid/herb/3194/,CHUAN WU,??,root of Common Monkshood,Radix Aconiti,"Hot,Pungent,Bitter","SPLEEN,LIVER,HEART,KIDNEY","Treatment of joint pain in rheumatic or rheumatoid arthritis, epigastric pain with cold sensation, or abdomen pain due to cold, also used as an analgesic in anaesthesis."
3221,http://119.3.41.228/tcmid/herb/3221/,HEI LAO HU GEN,????,root of scarlet kadsura,radix kadsurae coccineae,"Warm,Pungent,Slightly Bitter","SPLEEN,LARGE INTESTINE,STOMACH,LIVER,GALLBLADDER",
3244,http://119.3.41.228/tcmid/herb/3244/,SHA REN,??,"Villous Amomum Equivalent plant: Amomum xanthioides ,  Amomum longiligulare",Amomum villosum,"Warm,Pungent","SPLEEN,STOMACH","To move qi and regulate center, harmonize stomach and arouse spleen."
3245,http://119.3.41.228/tcmid/herb/3245/,DING GONG TENG,???,Obtuseleaf Erycibe Equivalent plant:  Erycibe schmidtii,Erycibe obtusifolia,"Warm,Pungent","SPLEEN,STOMACH,LIVER","To expel wind and eliminate damp, disperse swelling and relieve pain."
3258,http://119.3.41.228/tcmid/herb/3258/,HUO XIANG YE,???,leaf of wrinkled gianthyssop,Folium Agastachis,"Minor Warm,Pungent","LUNG,SPLEEN,STOMACH","1. Treatment of dampness blocking the spleen and stomach manifested as epigastric and abdominal distension, nausea, vomiting and poor appetite. Agastache (Huoxiang) is used with Atractylodes rhizome (Cangzhu), Magnolia bark (Houpo) and Pinellia tuber (Banxia) in the formula Buhuanjin Zhenqi San. 2. Treatment of internal injury caused by raw and cold food and invasion by exogenous wind and cold in summer manifested as chills, fever, headache, epigastric fullness, nausea, vomiting and diarrhea. Agastache (Huoxiang) is used with Perilla leaf (Zisuye), Pinellia tuber (Banxia), Magnolia bark (Houpo) and Tangerine peel (Chenpi) in the formula Huoxiang Zhengqi San. 3. Treatment of vomiting"
3273,http://119.3.41.228/tcmid/herb/3273/,TIAN ZHU HUANG,???,Chinese schinzostachyum Tabasheer,Concretio Silicea Bambusae,"Cold,Sweet","LIVER,HEART,GALLBLADDER",
3303,http://119.3.41.228/tcmid/herb/3303/,PU HUANG,??,"Longbract Cattail Pollen Equivalent plant: Typha angustifolia , Typha latifolia",Typha angustata,"Mild,Sweet","LIVER,HEART","To lower cholesterol, cool blood and stanch bleeding, quicken blood and dispel stasis."
3324,http://119.3.41.228/tcmid/herb/3324/,YE JIANG,??,CassumunaGinger*,Zingiber cassumunar,"Warm,Pungent","LUNG,SPLEEN,STOMACH",
3329,http://119.3.41.228/tcmid/herb/3329/,BEI WU JIA PI,????,Chinese Silkvine Root-bark,Cortex Acanthopanacis Radicis,"Warm,Pungent,Bitter","LIVER,KIDNEY","Treatment of rheumatic or rheumatoid arthralgia with flaccidity of extremities, retarded walking and lack of strength in children, edema."
3336,http://119.3.41.228/tcmid/herb/3336/,GAN SUI,??,Kansui Euphorbia,Euphorbia kansui,"Cold,Bitter","LUNG,LARGE INTESTINE,KIDNEY","To drain water and expel rheum, break accumulation and free stool."
3346,http://119.3.41.228/tcmid/herb/3346/,CHUAN DU ZHONG,???,Eucommia bark,Cortex Eucommiae,"Warm,Sweet","LIVER,KIDNEY","Treatment of deficiency condition of the kidney marked by lumbago and lack of strength, threatened abortion, hypertension."
3355,http://119.3.41.228/tcmid/herb/3355/,GUI PI YOU,???,Cinnamon oil,Oleum Corticis Cinnamomi,"Warm,Pungent,Sweet","LUNG,BLADDER,HEART",
3360,http://119.3.41.228/tcmid/herb/3360/,YIN CHEN,??,Virgate Wormwood Herb,Herba Artemisiae Scopariae,"Cool,Pungent,Bitter","BLADDER,SPLEEN,LIVER","Treatment of infectious icteric hepatitis, sores with exudation and itching."
3361,http://119.3.41.228/tcmid/herb/3361/,SHENG NAN XING,???,Jackinthepulpit Tuber,Rhizoma Arisaematis,"Warm,Pungent,Bitter","LUNG,SPLEEN,LIVER","Treatment of intractable phlegm with cough, vertigo, stroke with phlegm in the throat, deviation of the eye and the mouth,and hemiplegia, epilepsy and convulsions, tetanus. External use of the crude drug for boils, sores, snake and insect bite."
3364,http://119.3.41.228/tcmid/herb/3364/,KU LIAN PI,???,Chinaberry-tree Bark Equivalent plant:  Melia toosendan,Melia azedarach,"Cold,Bitter","SPLEEN,STOMACH,LIVER",To expel worms and treat lichen.
3370,http://119.3.41.228/tcmid/herb/3370/,BAN LAN GEN,???,Indigowoad Root,Isatis indigotica,"Cold,Bitter","STOMACH,HEART","To clear heat and resolve toxin, cool blood and disinhibit throat."
3379,http://119.3.41.228/tcmid/herb/3379/,ZHI SHI,??,"Seville Orange Young Fruit Equivalent plant: Citrus wilsonii ,  Poncirus trifoliata",Citrus aurantium,"Minor cold,Pungent,Bitter","SPLEEN,LARGE INTESTINE,STOMACH","To break qi and dissipate glomus, disperse phlegm and transform accumulation."
3390,http://119.3.41.228/tcmid/herb/3390/,TAN XIANG,??,Sandalwood,Santalum album,"Warm,Pungent","SPLEEN,STOMACH,KIDNEY",To rectify qi and harmonize stomach.
3396,http://119.3.41.228/tcmid/herb/3396/,CHAI HU,??,"Chinese Thorowax Equivalent plant: Bupleurum scorzonerifolium,  Bupleurum smithii  var parvifolium ,  Bupleurum aureum, Bupleurum longiradiatum, Bupleurum marginatum , Bupleurum marginatum var stenophyllum, Bupleurum angustissimum,  Bupleurum chaishoui, Bupleurum wenchuanense ,  Bupleurum sibiricum,  Bupleurum yinchowense",Bupleurum chinense,"Minor cold,Pungent,Bitter","LIVER,GALLBLADDER","To harmonize exterior and interior, soothe liver and upbear yang."
3402,http://119.3.41.228/tcmid/herb/3402/,ER CHA,??,"Cutch, Black Catechu",Catechu,"Cool,Bitter,Punkery",LUNG,"Treatment of festering wound difficult to heal up, skin diseases with watery discharge, ulcers in the mouth, tranmatic injury with pain and bleeding."
3414,http://119.3.41.228/tcmid/herb/3414/,SHANG LU,??,Indian Pokeweed Equivalent plant:  Phytolacca americana,Phytolacca esculenta [Syn.  Phytolacca acinosa],"Cold,Bitter","LARGE INTESTINE,KIDNEY","To expel water and disperse swelling, disinhibit urine and free stool, resolve toxin and dissipate binds."
3426,http://119.3.41.228/tcmid/herb/3426/,BO HE NAO,???,menthol,Mentholum,"Cool,Pungent","LUNG,LIVER",As described under Peppermint Oil.
3439,http://119.3.41.228/tcmid/herb/3439/,HANG SHAO,??,White peony root,Radix Paeoniae Alba,"Minor cold,Sour,Bitter","SPLEEN,LIVER","Treatment of headache and dizziness, costal and abdomen pain, spasmodic pain of the limbs, anemia, menstrual disorders, spontaneous sweating and night sweating."
3445,http://119.3.41.228/tcmid/herb/3445/,BAI XIAN PI,???,Densefruit Pittany Root-bark,Cortex dictamni,"Cold,Bitter,Salty","BLADDER,SPLEEN,STOMACH","Treatment of skin inflammation with yellowish urine, eczema, rubella, tinea, scabies, acute rheumatic arthritis, jaundice with dark urine."
3448,http://119.3.41.228/tcmid/herb/3448/,PEI LAN,??,Fortune Eupatorium Equivalent plant:  Eupatorium formosanum,Eupatorium fortunei,"Cold,Mild","LUNG,SPLEEN,STOMACH","To resolve summerheat and transform damp, repel foulness and harmonize center."
3452,http://119.3.41.228/tcmid/herb/3452/,GUANG MU XIANG,???,root of Saussurea,Radix Aucklandiae,"Warm,Pungent,Bitter","SPLEEN,LARGE INTESTINE,STOMACH,GALLBLADDER,THREE END",
3454,http://119.3.41.228/tcmid/herb/3454/,BAI BU,??,"Tuber Stemona Equivalent plant:  Stemona japonica,  Stemona sessilifolia",Stemona tuberosa,"Minor Warm,Sweet,Bitter",LUNG,"To moisten lung, relieve cough and kill worms."
3500,http://119.3.41.228/tcmid/herb/3500/,HUANG QIN DAI,???,Baicalin,Baicalinum,"Cold,Bitter","LUNG,LARGE INTESTINE,STOMACH,GALLBLADDER",
3507,http://119.3.41.228/tcmid/herb/3507/,JIE GENG,??,Balloonflower,Platycodon grandiflorum,"Mild,Pungent,Bitter",LUNG,"To diffuse lung, dispel phlegm, disinhibit throat, expel pus."
3517,http://119.3.41.228/tcmid/herb/3517/,CUN DONG,??,Root of Dwarf Lilyturf.,Radix Ophiopogonis,"Minor cold,Sweet,Slightly Bitter","LUNG,STOMACH,HEART","Treament of dry cough, phthisical cough, thirst due to impairment of body fluid, fidgetness and insomnia, diabetes caused by internal heat, constipation, diphtheria."
3519,http://119.3.41.228/tcmid/herb/3519/,HAI TONG PI,???,Oriental Variegated Coralbean Bark,Erythrina variegata  var. orientalis,"Mild,Pungent,Bitter",LIVER,"To dispel wind-damp, move qi , disinhibit urine and disperse edema."
3548,http://119.3.41.228/tcmid/herb/3548/,XIANG JIA PI,???,Chinese Silkvine Root-bark,Periploca sepium,"Minor Warm,Pungent,Bitter","LIVER,HEART,KIDNEY","To dispel wind-damp, strengthen sinews and bones."
3567,http://119.3.41.228/tcmid/herb/3567/,ZHI QIAO,??,fruit of Seville orange,Fructus Aurantii,"Minor cold,Pungent,Bitter","SPLEEN,LARGE INTESTINE,STOMACH","Treatment of distension and pain in the chest and hypochondriac regions due to stagnation of qi, indigestion with retention of phlegm and fluid, gastroptosis, prolapse of the rectum, prolapse of the uterus."
3596,http://119.3.41.228/tcmid/herb/3596/,HONG QU,??,Red Yeast Rice,Semen Oryzae cum Monasco Fermentatum,"Warm,Sweet","SPLEEN,LARGE INTESTINE,STOMACH",
3604,http://119.3.41.228/tcmid/herb/3604/,SU ZI,??,"Purple perilla fruit, Perilla seed",Fructus Perillae,"Warm,Pungent","LUNG,LARGE INTESTINE","Treatment of: 1. Upward perversion of lung qi caused by excessive phlegm fluid manifested as cough with white profuse sputum, or asthma and fullness and stifling sensation in the chest and hypochondriac region. Perilla seed (Suzi) is used with White mustard seed (Baijiezi) and Radish seed (Laifuzi) in the formula Sanzi Yangqing Tang. 2. Constipation due to dryness of intestine. Perilla seed (Suzi) is used with Hemp seed (Huomaren), Trichosanthes seed (Gualouren) and Apricot seed (Xingren)."
3611,http://119.3.41.228/tcmid/herb/3611/,QING MU XIANG,???,Slender Dutchmanspipe Root Equivalent plant: Aristolochia contorta,Aristolochia debilis  [Syn.  Aristolochia longa ],"Cold,Pungent,Bitter","STOMACH,LIVER","To lower blood pressure, calm liver and relieve pain, resolve toxin and disperse swelling."
3646,http://119.3.41.228/tcmid/herb/3646/,HAI ZAO,??,seaweed,Sargassum,"Cold,Salty","STOMACH,KIDNEY","Treatment of goiter, scrofula, swelling and pain of the testis, edema."
3653,http://119.3.41.228/tcmid/herb/3653/,BIAN FU GE GEN,????,Asiatic Moonseed Root,Menispermum dauricum,"Cool,Pungent,Sweet","SPLEEN,STOMACH","To clear heat and resolve toxin, disperse swelling and relieve pain, disinhibit damp."
3658,http://119.3.41.228/tcmid/herb/3658/,BAI FU ZI,???,rhizome of Giant Typhonium,Rhizoma Typhonii,"Warm,Pungent,Sweet","STOMACH,LIVER","Treatment of stroke with gurgling in the throat, deviation of the eye and the mouth, and impairment of speech, upward invasion of phlegm causing headache accompanied with dizziness, heaviness of the body, restlessness, fidgetness, nausea and cold extremities, or migraine, sore throat, tetanus, external use for scrofula, venomous snake bite."
3673,http://119.3.41.228/tcmid/herb/3673/,NIU BANG ZI,???,Great Burdock Fruit,Arctium lappa,"Cold,Pungent,Bitter","LUNG,STOMACH","To course wind and dissipate heat, diffuse lung and outthrust papules, resolve toxin and disinhibit throat."
3676,http://119.3.41.228/tcmid/herb/3676/,HE HUAN PI,???,Silktree Albizia Bark,Albizzia julibrissin,"Mild,Sweet","LIVER,HEART","To quiet spirit and resolve depression, quicken blood and disperse welling abscess."
3682,http://119.3.41.228/tcmid/herb/3682/,HE SHI,??,Common Carpesium Fruit,Fructus Carpesii,"Bitter, pungent, neutral","SPLEEN,STOMACH","Treatment of ascarisis, oxyuriais, taeniasis, abdomen pain or infantile malnutrition due to intestinal parasitosis."
3683,http://119.3.41.228/tcmid/herb/3683/,LU HUI,??,"Kulaso Aloe Dried Juice Equivalent plant:  Aloe ferox,  Aloe vera  var  chinensis",Aloe vera [Syn.  Aloe barbadensis],"Cold,Bitter","LARGE INTESTINE,STOMACH,LIVER",To clear liver and relieve constipation.
3696,http://119.3.41.228/tcmid/herb/3696/,QIAN CAO,??,root of Tali Madder,Radix Rubiae,"Cold,Bitter",LIVER,"Treament of spitting of blood, epistaxis, abnormal uterine bleeding, traumatic bleeding, amenorrhea with blood stasis, arthralgia, traumatic swelling and pain."
3703,http://119.3.41.228/tcmid/herb/3703/,BAN XIA QU,???,Pinellia tuber leaven,Massa Fermentata Rhizpma Pinelliae,"Warm,Pungent","LUNG,SPLEEN,STOMACH",
3705,http://119.3.41.228/tcmid/herb/3705/,SHAN ZHA HU,???,Howthorn seed,Semen Crataegi,"Mild,Pungent,Sweet","STOMACH,LIVER",
3706,http://119.3.41.228/tcmid/herb/3706/,HU HUANG LIAN,???,Picrorhiza Equivalent plant: Picrorhiza scrophulariaeflora,Picrorhiza kurrooa,"Cold,Bitter","LARGE INTESTINE,STOMACH,LIVER,HEART","To lower weakness heat, eliminate gan fever, clear heat and dry damp, drain fire and resolve toxin."
3731,http://119.3.41.228/tcmid/herb/3731/,ZHU MA GEN,???,Ramine root,Radix Boehmeriae,"Cold,Sweet","LIVER,HEART",
3738,http://119.3.41.228/tcmid/herb/3738/,DA BO GU,???,Malabanut,Adhatoda vasica,"Warm,Pungent",SPLEEN,"To quicken blood and relieve pain, joint sinews and bones, stanch bleeding."
3760,http://119.3.41.228/tcmid/herb/3760/,CHE QIAN ZI,???,seed of Asiatic pantain,Semen Plantaginis,"Cold,Sweet","LUNG,LIVER,KIDNEY","Treatment of edema, dysuria with difficult painful urination, diarrhea caused by summer-damp, inflammation of the eye, cough caused by phlegm-heat."
3768,http://119.3.41.228/tcmid/herb/3768/,FU PING,??,Common Duckwood,Lemna minor,"Cold,Pungent","LUNG,BLADDER","To effuse sweat and resolve exterior, outthrust papules and relieve itch, disinhibit water and disperse edema, clear heat and resolve toxin."
3785,http://119.3.41.228/tcmid/herb/3785/,SAN YE QING,???,Hemsley Rockvine Root,Radix Tetrastigmatis Hemsleyani,"Mild,Sweet,Slightly Bitter","LUNG,SPLEEN",
3786,http://119.3.41.228/tcmid/herb/3786/,JIAO SHAN ZHI,???,Prepared fruit of Cape Jasmine,Fructus Gardeniae Preparata,"Cold,Bitter","LUNG,STOMACH,LIVER,HEART",
3795,http://119.3.41.228/tcmid/herb/3795/,SUO SHA REN,???,Villous Amomum Fruit,Fructus Amomi,"Warm,Pungent","SPLEEN,STOMACH,KIDNEY","Treatment of accumulation of damp in the spleen and the stomach marked by epigastric stuffieness and anorexia, vomiting and diarrhea in deficiency cold syndrome of the spleen and the stomach, pernicious vomiting of pregnancy, threatened abortion."
3796,http://119.3.41.228/tcmid/herb/3796/,ZHE CHONG,??,Cockroach,Eupolyphaga seu steleophaga,"Cold,Salty",LIVER,"1.Treatment of amenorrhea or postpartum abdomen pain due to blood stagnation. Cockroach (Chechong) is used with Rhubarb (Dahuang) and Peach seed (Taoren) in the formula Xia Yuxue Tang .2. Treatment of abdominal or epigastric masses. Cockroach (Chechong) is used with Turtle shell (Biejia), Rhubarb (Dahuang), Moutan bark (Mudanpi) and Peach seed (Taoren) in the formula Biejia Jian Wan. 3. Treatment of pains caused by external injuries or lumbar pain due to injury. Cockroach (Chechong) is used with Peach seed (Taoren), Frankincense (Ruxiang) and Myrrh (Moyao). Cockroach (Chechong) may also be taken alone."
3811,http://119.3.41.228/tcmid/herb/3811/,TIAN NAN XING,???,"Reddish Jackinthepulpit Equivalent plant:  Pinellia pedatisecta, Arisaema heterophyllum ,  Arisaema amurense",Arisaema consanguineum,"Warm,Pungent,Bitter","LUNG,SPLEEN,LIVER","To dispel wind and check tetany, transform phlegm and dissipate binds."
3834,http://119.3.41.228/tcmid/herb/3834/,ZHU LI,??,Bamboo juice,Succus Bambusae,"Cold,Sweet","LUNG,LIVER,HEART","Treatment of: 1. Phlegm-heat cough manifested as cough with thick, yellow sputum and chest pain. Bamboo juice (Zhuli) is used with Loquat leaf (Pipaye) and Trichosanthes fruit (Gualou). 2. Windstroke due to heart misted by phlegm, epilepsy or manic psychosis. Bamboo juice (Zhuli) is used with Ginger juice (Jiangzhi)."
3841,http://119.3.41.228/tcmid/herb/3841/,GUA DI,??,Muskmelon Fruit Pedicel,Cucumis melo,"Cold,Bitter",STOMACH,"To promote vomiting, eliminate damp."
3847,http://119.3.41.228/tcmid/herb/3847/,YU XING CAO,???,Heartleaf Houttuynia,Houttuynia cordata,"Minor cold,Pungent",LUNG,"To clear heat and resolve toxin, expel pus and disinhibit urine."
3861,http://119.3.41.228/tcmid/herb/3861/,REN SHEN,??,Ginseng,Panax ginseng  [Syn.  Panax schinseng],"Minor Warm,Sweet,Slightly Bitter","LUNG,SPLEEN,HEART","To supplement original qi greatly, restore pulse and stem desertion, supplement spleen and boost lung, engender liquid, quiet spirit, lower blood sugar levels."
3886,http://119.3.41.228/tcmid/herb/3886/,LI LU,??,Black Falsehellebore Equivalent plant:  Veratrum grandiflorum,Veratrum nigrum,"Cold,Pungent,Bitter","LUNG,STOMACH,LIVER","To promote vomiting, dispel wind and transform phlegm, lower blood pressure, kill worms."
3888,http://119.3.41.228/tcmid/herb/3888/,XIONG DAN,??,Bear Gall,"Selenarctos thibetanus,  Ursus arctos","Cold,Bitter","LIVER,HEART,GALLBLADDER","To clear heat and resolve toxin, calm liver and brighten eyes, stanch bleeding and kill worms."
3900,http://119.3.41.228/tcmid/herb/3900/,WU GONG,??,Centipede,Scolopendra subspinipes mutilans,"Warm,Pungent",LIVER,"To calm, lower blood pressure, extinguish wind and check tetany, resolve toxin and dissipate binds, free network vessels and relieve pain."
3921,http://119.3.41.228/tcmid/herb/3921/,ZHI CAO,??,Prepared Root of Ural Licorice,Radix Glycyrrhizae Praeparata,"Mild,Sweet","LUNG,SPLEEN,STOMACH","Treatment of deficiency of spleen and stomach, lassitude, palpitation, arrhythmia."
3941,http://119.3.41.228/tcmid/herb/3941/,DI DAN TOU,???,all - grass of Scabrous Elephantfoot,Herba Elephantopi scaberis,"Cold,Bitter","LUNG,LIVER",
3947,http://119.3.41.228/tcmid/herb/3947/,XI XIN,??,"Siebold Wildginger Equivalent plant: Asarum heterotropoides  var mandshuricum ,  Asarum sieboldii  var seoulensis",Asarum sieboldii,"Warm,Pungent","LUNG,KIDNEY","To dispel wind and dissipate cold, free orifices and relieve pain, warm lung and transform rheum."
3953,http://119.3.41.228/tcmid/herb/3953/,DI DING,??,All - grass of Tokyo Violet,Herba Violae seu Gueldenstaedtiae,"Cold,Pungent,Bitter","LIVER,HEART",
3960,http://119.3.41.228/tcmid/herb/3960/,HAI FU SHI,???,Pumice,Pumex,"Cold,Salty",LUNG,"1. Treatment of phlegm-heat cough manifested as cough with yellow, sticky and thick sputum or sputum difficult to expectorate. Costazia bone (Haifushi) is used with Sea clam shell (Haigeke), Trichosanthes fruit (Gualou), Capejasmine (Zhizi) and Natural indigo (Qingdai). 2. Treatment of scrofula and goiter caused by phlegm and qi accumulation. Costazia bone (Haifushi) is used with Oyster shell (Muli), Tendrilled fritillary bulb (Chuanbeimu), Scrophularia (Xuanshen) and Laminaria (Kunbu)."
3969,http://119.3.41.228/tcmid/herb/3969/,ZI CAO,??,"Redroot Gromwell Equivalent plant: Arnebia guttata,  Arnebia euchroma",Lithospermum erythrorhizon,"Cold,Sweet","LIVER,HEART","To cool blood and quicken blood, resolve toxin and outthrust papules."
3977,http://119.3.41.228/tcmid/herb/3977/,GUI ZHI,??,Cassiabarktree Twig,Cinnamomum cassia  [Syn.  Cinnamomum aromaticum ],"Warm,Pungent,Sweet","LUNG,BLADDER,HEART","To dissipate cold and resolve exterior, warm channels and free network vessels, promote yang and transform qi."
3993,http://119.3.41.228/tcmid/herb/3993/,YAN HU SUO,???,Yanhusuo,Corydalis yanhusuo  [Syn.  Corydalis turtschaninovii  f.  yanhusuo],"Warm,Pungent,Bitter","SPLEEN,LIVER,HEART","To quicken blood, disinhibit qi, relieve pain."
3997,http://119.3.41.228/tcmid/herb/3997/,BAI SHAO,??,Common Peony,Paeonia albiflora  [Syn.  Paeonia lactiflora],"Minor cold,Sour,Bitter","SPLEEN,LIVER","To calm liver and relieve pain, nourish blood and regulate menstruation, constrain yin and check sweating."
4021,http://119.3.41.228/tcmid/herb/4021/,LUO SHI TENG,???,Chinese Star Jasmine,Trachelospermum jasminoides,"Minor cold,Bitter","LIVER,HEART","To dispel wind and free network vessels, cool blood and disperse swelling."
4026,http://119.3.41.228/tcmid/herb/4026/,YUAN HUA TIAO,???,stem of Lilac Daphne,Caulis Genkwa,"Warm,Pungent,Bitter","LUNG,LARGE INTESTINE,KIDNEY",
4049,http://119.3.41.228/tcmid/herb/4049/,QING HAO ZI,???,Sweet Wormwood seed,Semen Artemisiae,"Cold,Pungent,Bitter","LIVER,KIDNEY,GALLBLADDER","Treatment of fever caused by summerheat, afternoon fever in deficiency of yin or in consumptive diseases, malaria with chills and fever, jaundice."
4055,http://119.3.41.228/tcmid/herb/4055/,ZHI GUI ZHI,???,Prepared Cassia Twig,Ramulus Cinnamomi Preparata,"Warm,Pungent,Sweet","LUNG,BLADDER,HEART","Treatment of common cold, epigastric pain with cold feeling, amenorrhea due to cold in blood, arthralgia, edema, cardiac palpitation, gastrointestinal neurosis with a feeling of masses of gas rushing up through the chest to the throat from the lower abdomen."
4063,http://119.3.41.228/tcmid/herb/4063/,LU RONG,??,Hairy Antler,"Cervus nippon ,  Cervus elaphus","Warm,Sweet,Salty","LIVER,KIDNEY","To supplement kidney and invigorate yang , boost essence and blood, strengthen sinews and bones, regulate thoroughfare and controlling vessels, draw sore toxin."
4083,http://119.3.41.228/tcmid/herb/4083/,HUA JIAO,??,Bunge Pricklyash Equivalent plant: Zanthoxylum schinifolium,Zanthoxylum bungeanum,"Warm,Pungent","SPLEEN,STOMACH,KIDNEY","To warm center and relieve pain, dispel damp and kill worms."
4090,http://119.3.41.228/tcmid/herb/4090/,HEI DOU,??,Black bean,Semen Glycine Max,"Mild,Sweet","SPLEEN,KIDNEY",
4112,http://119.3.41.228/tcmid/herb/4112/,LA JIAO,??,Bush Redpepper,Capsicum frutescens,"Hot,Pungent","SPLEEN,STOMACH,HEART",See Capsicum annuum .
4132,http://119.3.41.228/tcmid/herb/4132/,HU JI SHENG,???,Colored Mistletoe,Viscum coloratum,"Mild,Bitter","LIVER,KIDNEY","To dispel wind-damp, supplement liver and kidney, strengthen sinews and bones, quiet fetus."
4150,http://119.3.41.228/tcmid/herb/4150/,BA JIAO HUI XIANG,????,Chinese Star Anise,Fructus Anisi Stellati,"Warm,Pungent","SPLEEN,STOMACH,LIVER,KIDNEY","Treatment of abdomen pain, lumbago due to deficiency of the kidney, vomiting and eqigastric pain due to cold of the stomach."
4163,http://119.3.41.228/tcmid/herb/4163/,DENG XIN CAO,???,Common Rush,Juncus effusus,"Minor cold,Sweet,Neutral","LUNG,SMALL INTESTINE,HEART","To disinhibit water and free strangury, clear heart and downbear fire."
4171,http://119.3.41.228/tcmid/herb/4171/,HE YE,??,Hindu Lotus Leaf,Nelumbo nucifera,"Mild,Bitter","SPLEEN,STOMACH,LIVER","To clear heat and resolve summerheat, upbear yang , cool blood and stanch bleeding."
4175,http://119.3.41.228/tcmid/herb/4175/,ZHI HUANG QI,???,Prepared Manyinflorescenced Sweetvetch Root,Radix Astragali seu Hedysari Praeparata,"Minor Warm,Sweet","LUNG,SPLEEN","Treatment of deficiency of qi with lack of strength, anorexia and stools, sinking of the spleen qi manifested by chronic diarrhea, prolapse of the rectum, hematochezi and abnormal uterine bleeding, spontaneous sweating due to weakened superficial resistance, edema due to deficiency of qi, abscess difficult to burst or heal, anemia, diabetes caused by internal heat, albuminuria in chronic nephritis, diabetes mellitus.Radix Astragali (processed with honey) Deficiency of qi with lack of strength, anorexia and loose stools."
4179,http://119.3.41.228/tcmid/herb/4179/,BA DOU,??,Pu rging Croton,Croton tiglium,"Hot,Pungent","LARGE INTESTINE,STOMACH","To drain precipitation and cold accumulation, expel water and disperse swelling, dispel phlegm and disinhibit throat, Colombia Croton*, Almizclillo. Isolated compounds: 4892, 5 793, consume sore and kill worms."
4192,http://119.3.41.228/tcmid/herb/4192/,GU SUI BU,???,Fortune’s Drynaria Rhizome Equivalent plant:  Pseudodrynaria coronans,Drynaria fortunei,"Warm,Bitter","LIVER,KIDNEY","To supplement kidney and strengthen bones, soothe sinews and relieve pain."
4200,http://119.3.41.228/tcmid/herb/4200/,HUANG YAO ZI,???,Airpotato Yam,Dioscorea bulbifera,"Cold,Bitter","STOMACH,LIVER","To dissipate binds and disperse goiter, clear heat and resolve toxin, cool blood and stanch bleeding."
4211,http://119.3.41.228/tcmid/herb/4211/,TAI ZI SHEN,???,Heterophylly Falsestarwort Root,Radix Pseudostellariae,"Mild,Sweet,Slightly Bitter","LUNG,SPLEEN","Treatment of hypofunction of the spleen with lassitude and anorexia, debility and deficiency of qi and yin marked by spontaneous sweating and thirst during convalescence dry cough due to dryness of lung."
4221,http://119.3.41.228/tcmid/herb/4221/,TING LI ZI,???,"Pepperweed Seed Equivalent plant:  Descurainia sophia, Lepidium virginicum",Lepidium apetalum [Syn.  Lepidium micranthum ],"Extreme Cold,Pungent,Bitter","LUNG,BLADDER","To drain lung and calm asthma, move water and disperse swelling."
4256,http://119.3.41.228/tcmid/herb/4256/,SHENG DI HUANG,???,Fresh rehmannia root,Radix Rehmanniae,"Cold,Sweet,Bitter","LIVER,HEART,KIDNEY","Treatment of exogenous heat invading at the nutritive and blood levels manifested as dry mouth and deep red tongue proper with scanty coating. Fresh rehmannia root (Shengdihuang) is used with Scrophularia (Xuanshen), Rhinoceros horn (Xijiao) and Ophiopogon root"
4264,http://119.3.41.228/tcmid/herb/4264/,OU JIE,??,node of lotus rhizome,nodus nelumbinis rhizomatis,"Mild,Sweet,Punkery","STOMACH,LIVER,HEART","Treament of hematemesis, hemoptysis, hematuria, abnormal uterine bleeding."
4272,http://119.3.41.228/tcmid/herb/4272/,CE BAI YE,???,Chinese Arborvitae Leaf,Thuja orientalis,"Minor cold,Bitter,Punkery","LUNG,LARGE INTESTINE,LIVER","To cool blood and stanch bleeding, relieve cough and dispel phlegm, dispel wind-damp, dissipate toxin swelling."
